htid,corpus,author,title,pub_date,genre,gender,white,origin_area,origin_nation,wordcount
mdp.39015011422295,Hathi,"Edgeworth, Maria,",Belinda,1893,Fiction,,,,,218094
uc2.ark:/13960/t5m909m33,Hathi,"Ouida,",A rainy June,1905,Fiction,,,,,107085
mdp.39076002682131,Hathi,"Hocking, Joseph,",The path of glory,1917,Fiction,,,,,133515
mdp.39015063514650,Hathi,"[Kitchin, Frederick Harcourt]",The lost naval papers,1917,Fiction,,,,,91371
mdp.39015032048962,Hathi,"Dumas, Alexandre,",My memoirs,1907,Fiction,,,,,228446
uva.x000457775,Hathi,"Andersen, H. C.",Fairy tales and other stories,1914,Fiction,,,,,497282
mdp.39015030708278,Hathi,"Newman, John Henry,",Callista;,1898,Fiction,,,,,119378
uc1.$b298821,Hathi,"Graham, Stephen,",St. Vitus day | $c: [by] Stephen Graham.,1930,Fiction,,,,,86701
inu.30000041714357,Hathi,"Buchan, John,",A prince of the captivity / | $c: by John Buchan.,1933,Fiction,,,,,141090
uc2.ark:/13960/t58c9zv8h,Hathi,"Besant, Walter,","'Twas in Trafalgar's Bay, and other stories",1889,Fiction,,,,,194248
uc1.$b42258,Hathi,"Masters, David,","""I.D."" New tales of the submarine war, | $c: by David Masters.",1935,Fiction,,,,,119812
uc2.ark:/13960/t4xg9rh7q,Hathi,"Maturin, Edith (Money)",Petticoat pilgrims on trek,1909,Fiction,,,,,104654
mdp.39015003846899,Hathi,"James, Henry,",Daisy Miller,1887,Fiction,,,,,73498
nyp.33433082447685,Hathi,"Dawson, Alec John,",Things seen in Morocco;,1904,Fiction,,,,,144072
mdp.39015073311832,Hathi,"Hay, Marie,",A German Pompadour,1906,Fiction,,,,,148979
uc2.ark:/13960/t2s46kf00,Hathi,"Verne, Jules,",The clipper of the clouds,1887,Fiction,,,,,77436
nyp.33433075737894,Hathi,"Ebers, Georg,",Only a word,1883,Fiction,,,,,123325
wu.89100064591,Hathi,"Hopford, Wim.",Twice interned,1919,Fiction,,,,,32617
uc1.b3324559,Hathi,"Le Queux, William,",As we forgive them,1913,Fiction,,,,,202560
yale.39002088372082,Hathi,"Haviland, Maud D.",A summer on the Yenesei (1914),1915,Fiction,,,,,114396
uc1.b4082937,Hathi,,Early prose romances,1889,Fiction,,,,,187895
uc1.b3322645,Hathi,"Fullerton, Georgiana,",Mrs. Gerald's niece,1886,Fiction,,,,,234352
uc1.32106017532224,Hathi,"Sayers, Dorothy L. (Dorothy Leigh),","Lord Peter views the body, | $c: by Dorothy L. Sayers ..",1928,Fiction,,,,,119270
uc1.$b244916,Hathi,"Stacpoole, H. De Vere (Henry De Vere),",Ocean tramps.,1924,Fiction,,,,,122127
mdp.39015024844600,Hathi,"Caṭṭopādhyāẏa, Baṅkimacandra,",Chandra Shekhar,1904,Fiction,,,,,70221
uc1.b3810767,Hathi,"Blackwood, Algernon,",The centaur,1911,Fiction,,,,,109813
njp.32101078173828,Hathi,,Report from the Select Committee on Premium Bonds,1918,Fiction,,,,,263297
mdp.39015008601943,Hathi,"Eiríkr Magnússon,",Three northern love stories,1901,Fiction,,,,,62081
mdp.39015030706744,Hathi,"Mayo, Katherine,","Slaves of the gods, | $c: by Katherine Mayo ...",1929,Fiction,,,,,53002
njp.32101066121938,Hathi,"Gordon, Frederick.",A Sunday salmon and another,1895,Fiction,,,,,55234
mdp.39015006565785,Hathi,"Yonge, Charlotte M.",The trial;,1895,Fiction,,,,,280301
mdp.39015024655634,Hathi,"Haggard, H. Rider",The brethren,1904,Fiction,,,,,165346
mdp.39015001514713,Hathi,"James, Henry,",The soft side,1900,Fiction,,,,,155361
uc1.b3117279,Hathi,"Hayens, Herbert.",Under the lone star,1895,Fiction,,,,,114602
uva.x001244079,Hathi,"Biart, Lucien,",My rambles in the new world,1893,Fiction,,,,,123249
njp.32101073803312,Hathi,"Jókai, Mór,",Pretty Michal,1892,Fiction,,,,,109350
nyp.33433074918610,Hathi,"Adams, Arthur Henry,",Tussock land;,1904,Fiction,,,,,102057
uc2.ark:/13960/t5gb2728c,Hathi,"Du Boisgobey, Fortuné,",The steel necklace,1888,Fiction,,,,,131402
mdp.39015020935147,Hathi,"Haggard, H. Rider",Nada the Lily,1892,Fiction,,,,,153280
mdp.39015065980651,Hathi,"Peacock, Thomas Love,",Maid Marian and Crotchet castle,1895,Fiction,,,,,97348
njp.32101068170008,Hathi,"Hartley, May Laffan,","Hogan, M.P",1882,Fiction,,,,,199300
umn.31951002375620f,Hathi,"Griffith, George Chetwynd.",The world peril of 1910,1907,Fiction,,,,,110523
uc2.ark:/13960/t1rf5q84g,Hathi,"Le Sage, Alain René,",The adventures of Gil Blas de Santillana,1907,Fiction,,,,,187213
uc2.ark:/13960/t1mg7kv3t,Hathi,"Balzac, Honoré de,",Comédie humaine;,1895,Fiction,,,,,93498
uc1.$b686215,Hathi,"Bennett, M. R.","Challenge! | Christ or compromise,",1938,Fiction,,,,,33039
mdp.39015063759818,Hathi,"Sladen, Douglas Brooke Wheelton,",The Admiral;,1898,Fiction,,,,,156731
mdp.39015030724796,Hathi,"Chaucer, Geoffrey,",The Prologue,1882,Fiction,,,,,130931
uc1.$b23576,Hathi,"Collins, Dale.",Sea-tracks of the Speejacks round the world.,1923,Fiction,,,,,83822
njp.32101062081037,Hathi,"St. John, Isabella,",A journey in war-time,1919,Fiction,,,,,63092
uc1.$b301782,Hathi,"MacNeice, Louis,",Roundabout way.,1932,Fiction,,,,,102541
mdp.39015027810772,Hathi,"Asch, Sholem,","Three cities, | $c: translated by Willa and Edwin Muir.",1933,Fiction,,,,,398196
uc2.ark:/13960/t5k934f5k,Hathi,"Aminoff, Léonie,",The broad walk,1912,Fiction,,,,,112062
wu.89015991284,Hathi,"Arlen, Michael.","""Piracy""; | a romantic chronicle of these days.",1924,Fiction,,,,,126159
coo.31924014153088,Hathi,"Kingsley, Charles,",Hereward the Wake;,1908,Fiction,,,,,214095
njp.32101071957060,Hathi,"Andersen, H. C.",Danish fairy legends and tales,1891,Fiction,,,,,216177
mdp.39015068314304,Hathi,"Black, William,",Sunrise,1881,Fiction,,,,,73157
uc2.ark:/13960/t9z031t46,Hathi,"Reeks, Margaret.",The mother of Goethe,1911,Fiction,,,,,80479
uiuo.ark:/13960/t6155765c,Hathi,"Norris, W. E.",Billy Bellew,1895,Fiction,,,,,73964
uc1.$b243574,Hathi,"O'Flaherty, Liam,",Shame the devil / | $c: Liam O'Flaherty.,1934,Fiction,,,,,94183
inu.32000006468898,Hathi,"Woolf, Virginia,",The years | $c: [by] Virginia Woolf.,1937,Fiction,,,,,160933
mdp.39015009318000,Hathi,"Turgenev, Ivan Sergeevich,",Novels,1894,Fiction,,,,,106778
uc1.b3322313,Hathi,"Baring-Gould, S.",Domitia,1906,Fiction,,,,,135187
uc2.ark:/13960/t5gb20k5r,Hathi,"Brown, J. Moray","Powder, spur, and spear",1889,Fiction,,,,,76460
uc2.ark:/13960/t15m64w1w,Hathi,"Müller-Casenov, Hans.",The humour of Germany,1892,Fiction,,,,,145763
inu.32000000663387,Hathi,"Haggard, H. Rider",The world's desire,1890,Fiction,,,,,111003
njp.32101068178431,Hathi,"Henty, G. A.",With Lee in Virginia;,1889,Fiction,,,,,161463
uc1.$b757317,Hathi,"Adams, W. H. Davenport","Under many flags, or, Stories of Scottish adventurers",1896,Fiction,,,,,67647
mdp.39015063548914,Hathi,"Crockett, S. R.",Bog-myrtle & peat;,1895,Fiction,,,,,137219
uc1.b3327273,Hathi,"Weyman, Stanley John,",My lady Rotha,1894,Fiction,,,,,162933
uc1.$b399989,Hathi,"Somerville, E. ¿.",An Irish cousin,1918,Fiction,,,,,81066
mdp.39015031241170,Hathi,"James, Henry,",Stories revived,1885,Fiction,,,,,88996
uc2.ark:/13960/t21c1wk9j,Hathi,"Mühlbach, L.",Napoleon and Blu̲cher,1893,Fiction,,,,,253166
mdp.39015063562436,Hathi,"Lee, Aubrey.",John Darker,1895,Fiction,,,,,136431
njp.32101068574084,Hathi,"Wood, Henry,",Bessy Rane,1897,Fiction,,,,,212733
nyp.33433074786892,Hathi,"Downey, Edmund,",Twenty years ago,1905,Fiction,,,,,70496
uiuo.ark:/13960/t3417b28r,Hathi,"Dawe, Carlton,",The confessions of a currency girl,1894,Fiction,,,,,49085
mdp.39015073484456,Hathi,"Henty, G. A.",Friends though divided,1883,Fiction,,,,,132406
wu.89006937031,Hathi,"Sayce, Conrad Harvey,",In the Musgrave Ranges,1922,Fiction,,,,,68823
nyp.33433082530332,Hathi,"Fenn, George Manville,",Trapped by Malays,1907,Fiction,,,,,131463
njp.32101067633915,Hathi,"Haggard, H. Rider",Beatrice,1890,Fiction,,,,,144069
mdp.39015005593200,Hathi,"James, Henry,",Roderick Hudson,1883,Fiction,,,,,81477
wu.89073600645,Hathi,"Locke, William John,",The belovéd vagabond,1900,Fiction,,,,,96509
uc2.ark:/13960/t0qr4qp9d,Hathi,"Tschudi, Clara,",Marie Antoinette,1898,Fiction,,,,,165897
uc1.b3123716,Hathi,"Fletcher, J. S.",Lucian the dreamer,1903,Fiction,,,,,94787
uc2.ark:/13960/t1dj5pz4z,Hathi,"Dumas, Alexandre,",The Count of Monte-Cristo,1887,Fiction,,,,,126553
njp.32101064225269,Hathi,"Apollonius,","""The Argonautica"" of Apollonius Rhodius",1889,Fiction,,,,,89023
uc1.b3325736,Hathi,"Russell, William Clark,",An ocean free-lance,1882,Fiction,,,,,187691
uc2.ark:/13960/t90863s6r,Hathi,"Hatton, Joseph,",To-day in America,1881,Fiction,,,,,146595
uc2.ark:/13960/t50g3mg58,Hathi,"Safroni-Middleton, A.",South Sea foam,1919,Fiction,,,,,140191
uc2.ark:/13960/t3028qk8h,Hathi,"Underhill, Evelyn,",The grey world,1904,Fiction,,,,,88371
uc1.$b244526,Hathi,"Richardson, Dorothy Miller,",The book of Blanche.,1924,Fiction,,,,,130071
njp.32101068970217,Hathi,"Jerrold, Douglas William,",The barber's chair,1890,Fiction,,,,,87582
