	corpus	htid	author	title	pub_date	genre	gender	white	origin_area	origin_nation	pub_code	imprint
35429	Hathi	uc1.b3326048	Smart, Hawley,	Tie and trick	1885.0	Fiction					enk	London;Chapman and Hall;1885.
35433	Hathi	uc1.b3327265	Yonge, Charlotte M.	Dynevor Terrace	1885.0	Fiction					enk	London;Macmillan;1885.
35434	Hathi	uc1.b3327325	Montgomery, Florence,	Seaforth	1885.0	Fiction					enk	London;R. Bentley and Son;1885.
35435	Hathi	uc1.b3327465	Payn, James,	The talk of the town	1885.0	Fiction					enk	London;Smith, Elder;1885.
35458	Hathi	uc1.b4573161	Pennell, Joseph,	A Canterbury pilgrimage;	1885.0	Fiction					enk	London;Seeley;1885.
35475	Hathi	uc2.ark:/13960/t0vq2sn8f	Henty, G. A.	The dragon and the raven	1885.0	Fiction					enk	London;Blackie & Son, limited;1885
35477	Hathi	uc2.ark:/13960/t0wq02k2h	Reid, Mayne,	The lost mountain	1885.0	Fiction					enk	London;New York;Routledge;1885.
35488	Hathi	uc2.ark:/13960/t1jh3j55m	Richards, James Brinsley,	The Duke's marriage	1885.0	Fiction					enk	London;R. Bentley;1885.
35493	Hathi	uc2.ark:/13960/t1mg7jm6q	Forbes, Gordon Sullivan,	Wild life in Canara and Ganjam	1885.0	Fiction					enk	London;Swan Sonnenschein;1885.
35497	Hathi	uc2.ark:/13960/t1td9wh11	Yonge, Charlotte M.	My young Alcides	1885.0	Fiction					enk	New York;Macmillan;1885.
35503	Hathi	uc2.ark:/13960/t22b8xt9q	Helps, Arthur,	Realmah	1885.0	Fiction					enk	London;Macmillan;1885.
35510	Hathi	uc2.ark:/13960/t2d797w3w	Blackmore, R. D.	The remarkable history of Sir Thomas Upmore	1885.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1885.
35514	Hathi	uc2.ark:/13960/t2r49m355		The history of Thomas Hickathrift	1885.0	Fiction					enk	London;The Villon Society;1885.
35517	Hathi	uc2.ark:/13960/t3319tq2m	Laffan, May.	A singer's story	1885.0	Fiction					enk	London;Chapman and Hall Limited;1885.
35518	Hathi	uc2.ark:/13960/t3319v559	Newman, John Henry,	Callista	1885.0	Fiction					enk	London;Burns and Oates;1885.
35519	Hathi	uc2.ark:/13960/t37082c7z	Gray, Louisa M.	Ada and Gerty; or Hand in Hand heavenward	1885.0	Fiction					enk	London;Nelson;1885.
35529	Hathi	uc2.ark:/13960/t42r3vs2v	Yonge, Charlotte M.	Henrietta's wish, or, Domineering	1885.0	Fiction					enk	London;J. Masters;1885.
35532	Hathi	uc2.ark:/13960/t45q4zt6f	Braddon, M. E.	The cloven foot	1885.0	Fiction					enk	London;J. and R. Maxwell;1885?
35537	Hathi	uc2.ark:/13960/t4fn1bk32	Praed, Campbell,	Australian life, black and white	1885.0	Fiction					enk	London;Chapman and Hall;1885.
35541	Hathi	uc2.ark:/13960/t4qj7c31z	Conway, Hugh,	At what cost, and other stories	1885.0	Fiction					enk	London;John and Robert Maxwell;1885
35542	Hathi	uc2.ark:/13960/t4qj7df3t	Reid, Mayne,	The Vee-Boers	1885.0	Fiction					enk	London;New York;G. Routledge;1885
35549	Hathi	uc2.ark:/13960/t5n87939w	Braddon, M. E.	Dead-Sea fruit	1885.0	Fiction					   	London;J. and R. Maxwell;1885
35557	Hathi	uc2.ark:/13960/t6639qv0n	Farjeon, B. L.	Great Porter square: a mystery	1885.0	Fiction					enk	London;Ward and Downey;1885.
35559	Hathi	uc2.ark:/13960/t6c250h43	Harvey, G. Bianca.	Respice finem, or, Love in exile	1885.0	Fiction					enk	London;J. and R. Maxwell;1885?
35572	Hathi	uc2.ark:/13960/t72v2dd7f	Harte, Bret,	By shore and sedge	1885.0	Fiction					enk	London;Longmans, Green;1885.
35574	Hathi	uc2.ark:/13960/t74t6gw1f	Francillon, R. E.	A real queen	1885.0	Fiction					enk	London;Chatto & Windus;1885.
35576	Hathi	uc2.ark:/13960/t75t3mx5n	Gray, Louisa M.	Nelly's teachers and what they learned	1885.0	Fiction					enk	London;New York;Nelson;1885.
35581	Hathi	uc2.ark:/13960/t7fq9sr56	Besant, Walter,	Ready-money Mortiboy;	1885.0	Fiction					enk	London;Chatto & Windus;1885.
35586	Hathi	uc2.ark:/13960/t7sn03629	Dutt, Shoshee Chunder,	The young Zemindár	1885.0	Fiction					enk	London;L. Reeve;1885.
35592	Hathi	uc2.ark:/13960/t80k2c52c	Buchanan, Robert Williams,	The master of the mine	1885.0	Fiction					enk	London;R. Bentley & Son;1885.
35605	Hathi	uc2.ark:/13960/t8tb14098	Houlding, John Richard.	Launching away, or, Roger Larksway's strange mission	1885.0	Fiction					enk	London;Hodder and Stoughton;1885.
35610	Hathi	uc2.ark:/13960/t9765f00s	Conway, Hugh,	Slings and arrows	1885.0	Fiction					enk	Bristol;J.W. Arrowsmith;London;Simpkin, Marshall & Co.;1885
35614	Hathi	uc2.ark:/13960/t9g44rw9m	Yonge, Charlotte M.	Heartsease; or, The brother's wife	1885.0	Fiction					enk	London;Macmillan;1885.
35622	Hathi	uiuo.ark:/13960/t00z7fd2t	Bradshaw, John,	Roger North	1885.0	Fiction					enk	London;W. Swan Sonnenschein;1885.
35623	Hathi	uiuo.ark:/13960/t02z1h864	Carey, Rosa Nouchette,	For Lilias	1885.0	Fiction					enk	London;Richard Bentley;1885.
35624	Hathi	uiuo.ark:/13960/t06w9ms37	Bird, Frederick Spencer.	Stonedell Lodge	1885.0	Fiction					enk	London;S. Tinsley;1879.
35625	Hathi	uiuo.ark:/13960/t08w42j74	Price, Eleanor C.	Gerald	1885.0	Fiction					enk	London;Chatto & Windus;1885.
35626	Hathi	uiuo.ark:/13960/t09w0zp7g	Macquoid, Katharine S.	At the red glove	1885.0	Fiction					enk	London;Ward and Downey;1885.
35627	Hathi	uiuo.ark:/13960/t0dv1v978	Cleland, Robert.	A rich man's relatives	1885.0	Fiction					enk	London;F. V. White;1885.
35628	Hathi	uiuo.ark:/13960/t0ks7331q	Gray, Arnold.	Like lost sheep	1885.0	Fiction					enk	London;Ward and Downey;1885.
35629	Hathi	uiuo.ark:/13960/t0tq68p4z	Elliot, Frances,	The ill-tempered cousin	1885.0	Fiction					enk	London;F.V. White & Co;1885.
35630	Hathi	uiuo.ark:/13960/t0vq3b84k	Greville, Violet,	Creatures of clay	1885.0	Fiction					enk	London;Chapman and Hall;1885.
35634	Hathi	uiuo.ark:/13960/t1cj8qs01	Beale, Anne.	Simplicity and fascination, or, Guardians and wards	1885.0	Fiction					enk	London;R. Bentley;1855.
35637	Hathi	uiuo.ark:/13960/t1dj60n41	Oliphant,	Madam	1885.0	Fiction					enk	London;Longmans, Green;1885.
35638	Hathi	uiuo.ark:/13960/t1fj34d94	Wingfield, Lewis,	Barbara Philpot	1885.0	Fiction					enk	London;Richard Bentley and Son;1885.
35639	Hathi	uiuo.ark:/13960/t1gj04q5d	Sturgis, Julian,	John Maidment	1885.0	Fiction					enk	London;Longman, Green;1885.
35651	Hathi	uiuo.ark:/13960/t3417b24t	D'Avigdor, Elim Henry,	Glamour	1885.0	Fiction					enk	London;Swan Sonnenschein;1885.
35655	Hathi	uiuo.ark:/13960/t3pv7375w	Peile, W. O.	West of Swardham	1885.0	Fiction					enk	London;Hurst and Blackett;1885.
35656	Hathi	uiuo.ark:/13960/t3qv43339	Moore, M.,	Autumn manoeuvres	1885.0	Fiction					enk	London;R. Bentley;1885.
35660	Hathi	uiuo.ark:/13960/t4pk0nr6k	Brew, Margaret W.	The chronicles of Castle Cloyne;	1885.0	Fiction					enk	London;Chapman and Hall, limited;1885.
35669	Hathi	uiuo.ark:/13960/t59c79t6s	Forde, Gertrude.	In the old palazzo	1885.0	Fiction					enk	London;F.V. White;1885.
35671	Hathi	uiuo.ark:/13960/t5cc0z277	Zola, Émile,	"The ""Assommoir"""	1885.0	Fiction					enk	London;Vizetelly;1885.
35681	Hathi	uiuo.ark:/13960/t6qz2n61d	Hardy, Duffus,	In sight of land;	1885.0	Fiction					enk	London;Ward;1885.
35712	Hathi	umn.31951p01021082q	Griffiths, Arthur,	Fast and loose	1885.0	Fiction					enk	London;Chapman and Hall;1885.
35730	Hathi	uva.x004865205	Witt, Karl,	The wanderings of Ulysses	1885.0	Fiction					enk	London;Longmans, Green;1885.
35745	Hathi	wu.89010520096	Southey, Robert,	Chronicle of the Cid	1885.0	Fiction					enk	London;New York;George Routledge and Sons;1885.
35757	Hathi	wu.89098867690	Baker, Sarah S.	The children on the plains	1885.0	Fiction					enk	London;New York;T. Nelson and Sons;1885.
35764	Hathi	yale.39002007764260	Cruikshank, George,	Fairy library	1885.0	Fiction					enk	London;G. Bell;1885.
35768	Hathi	coo.31924013471929	Dickens, Charles,	"Wellerisms from ""Pickwick"" & ""Master Humphrey's clock"""	1886.0	Fiction					enk	London;George Redway;1886.
35775	Hathi	ien.35556007866619	Prévost,	History of Manon Lescaut and of the Chevalier des Grieux	1886.0	Fiction					enk	London;New York;G. Routledge;1886.
35776	Hathi	inu.30000007695723	Le Fanu, Joseph Sheridan,	In a glass darkly	1886.0	Fiction					enk	London;R. Bentley & son;1886.
35777	Hathi	inu.32000000654253	Sewell, Elizabeth Missing,	Katharine Ashton	1886.0	Fiction					enk	London;Longmans, Green, and Co.;1886.
35778	Hathi	inu.32000000654261	Sewell, Elizabeth Missing,	Margaret Percival	1886.0	Fiction					enk	London;Longmans, Green, and Co.;1886.
35779	Hathi	inu.32000000654600	Sewell, Elizabeth Missing,	A glimpse of the world	1886.0	Fiction					enk	London;Longmans, Green;1886.
35780	Hathi	inu.32000000656258	Smith, Albert,	The Marchioness of Brinvilliers, the poisoner of the seventeenth century	1886.0	Fiction					enk	London;R. Bentley; [etc., etc.;1886.
35781	Hathi	inu.32000007177936	Yonge, Charlotte M.	Chantry house	1886.0	Fiction					enk	London;Macmillan;1886.
35802	Hathi	mdp.39015001532368	Molesworth,	"""Carrots:"""	1886.0	Fiction					enk	London;Macmillan;1886.
35803	Hathi	mdp.39015001802647	Zola, Émile,	The fortune of the Rougons	1886.0	Fiction					enk	London;Vizetelly & co.;1886.
35814	Hathi	mdp.39015008865340	Sewell, Elizabeth Missing,	Amy Herbert	1886.0	Fiction					enk	London;Longmans, Green;1886?
35815	Hathi	mdp.39015009215792	Ewing, Juliana Horatia Gatty,	Six to sixteen	1886.0	Fiction					enk	London;G. Bell & sons;1886.
35819	Hathi	mdp.39015010750290		The history of the forty vezirs	1886.0	Fiction					enk	Lond.;1886.
35822	Hathi	mdp.39015011557751	Leyland, Francis A.	The Brontë family	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
35823	Hathi	mdp.39015011933028	Smith, Albert,	The adventures of Mr. Ledbury and his friend Jack Johnson. Illustrated with 21 full-page etchings on steel by John Leech	1886.0	Fiction					enk	London;R. Bentley;1886.
35826	Hathi	mdp.39015014435716	Moore, George,	A drama in muslin	1886.0	Fiction					enk	London;Vizetelly & co.;1886.
35833	Hathi	mdp.39015025976161	Henty, G. A.	The Lion of the North	1886.0	Fiction					enk	London;Blackie;1886.
35846	Hathi	mdp.39015031992699	Theal, George McCall,	Kaffir folk-lore	1886.0	Fiction					enk	London;S. Sonnenschein, Le Bas & Lowrey;1886.
35849	Hathi	mdp.39015035508665	Duchess,	Mrs. Geoffrey	1886.0	Fiction					enk	London;Smith, Elder, & co.;1886.
35853	Hathi	mdp.39015048883873	Lang, Andrew,	In the wrong paradise	1886.0	Fiction					enk	London;K. Paul, Trench & co.;1886?
35855	Hathi	mdp.39015048883915	Lang, Andrew,	The mark of Cain	1886.0	Fiction					enk	Bristol;J. W. Arrowsmith; [etc., etc.;1886.
35863	Hathi	mdp.39015059394992	Crawford, F. Marion	A tale of a lonely parish	1886.0	Fiction					enk	London;New York;Macmillan and co.;1886.
35868	Hathi	mdp.39015063550589	Edgeworth, Maria,	Stories of Ireland	1886.0	Fiction					enk	London;George Routledge;1886.
35875	Hathi	mdp.39015063914645	Ewing, Juliana Horatia Gatty,	Mary's meadow and Letters from a little garden	1886.0	Fiction					enk	London [etc.;Society for promoting Christian knowledge;New York;E. & J. B. Young & co.;1886
35876	Hathi	mdp.39015063914884	Brierley, Benjamin,	Cast upon the world	1886.0	Fiction					enk	Manchester;Abel Heywood;1886.
35880	Hathi	mdp.39015063923281	Lauder, Thomas Dick,	The Wolfe of Badenoch	1886.0	Fiction					enk	London;1886.
35887	Hathi	mdp.39015063938362	Duchess,	Molly Bawn	1886.0	Fiction					enk	London;Smith, Elder, & co.;1886.
35888	Hathi	mdp.39015063938628	Duchess,	Green pleasure and grey grief	1886.0	Fiction					enk	London;Smith, Elder, & co.;1886.
35889	Hathi	mdp.39015063938644	Duchess,	Beauty's daughters	1886.0	Fiction					enk	London;Smith, Elder, & co.;1886.
35890	Hathi	mdp.39015063938651	Duchess,	'Airy fairy Lilian'	1886.0	Fiction					enk	London;Smith, Elder, & co.;1886.
35902	Hathi	mdp.39015063973955	Yonge, Charlotte M.	Scenes and characters;	1886.0	Fiction					enk	London;New York;Macmillan and co.;1886.
35904	Hathi	mdp.39015063976552	Ewing, Juliana Horatia Gatty,	The Brownies & other tales	1886.0	Fiction					enk	London;G. Bell and sons;1886.
35909	Hathi	mdp.39015070219079	Sala, George Augustus,	Under the sun	1886.0	Fiction					enk	London;Vizetelly & co.;1886.
35911	Hathi	mdp.39015073480025	Henty, G. A.	Through the fray	1886.0	Fiction					enk	London;Blackie & Son;1886.
35914	Hathi	mdp.39015073486535	Henty, G. A.	The dragon and the raven, or, The days of King Alfred	1886.0	Fiction					enk	London;Blackie & Son;1886.
35916	Hathi	mdp.39015078545020		The little Robinson and other tales	1886.0	Fiction					enk	London;Edinburgh;W. & R. Chambers;1886?
35918	Hathi	mdp.39015078558486	Defoe, Daniel,	Robinson Crusoe, his life and adventures, after Daniel Defoe	1886.0	Fiction					enk	London [etc.;Society for promoting Christian knowledge;New York;E. & J. B. Young & co.;1886
35920	Hathi	mdp.39015078566075	Swift, Jonathan,	Travels into several remote nations of the world by Lemuel Gulliver, first a surgeon and then a captain of several ships	1886.0	Fiction					enk	London;J.C. Nimmo;1886.
35921	Hathi	mdp.39015078569764	Ross, Joseph Carne-	Quintura, its singular people and remarkable customs;	1886.0	Fiction					enk	London;J. and R. Maxwell;1886
35923	Hathi	mdp.49015002987437		Queens of literature of the Victorian era	1886.0	Fiction					enk	London;W. Scott;1886.
35932	Hathi	njp.32101032970715	Anstey, F.,	A fallen idol	1886.0	Fiction					enk	London;Smith, Elder & Co.;1886.
35933	Hathi	njp.32101037077326	Fenn, George Manville,	The master of the ceremonies	1886.0	Fiction					enk	London;Ward and Downey;1886.
35935	Hathi	njp.32101063883068	Norris, W. E.	My friend Jim	1886.0	Fiction					enk	London;New York;Macmillan;1886.
35937	Hathi	njp.32101064140294	Edler, Karl Erdmann,	Baldine and other tales	1886.0	Fiction					enk	London;R. Bentley;1886
35950	Hathi	njp.32101066457092	Cockton, Henry,	Life and adventures of Valentine Vox	1886.0	Fiction					enk	London;New York;F. Warne;1886.
35952	Hathi	njp.32101066458801	Elwes, Alfred,	Perils afloat and brigands ashore	1886.0	Fiction					enk	London;New York;Cassell;1886.
35953	Hathi	njp.32101066458975	Gibbon, Charles,	Clare of Claresmede	1886.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1886.
35959	Hathi	njp.32101067630523	Brierley, Benjamin,	Tales and sketches of Lancashire life	1886.0	Fiction					enk	Manchester;A. Heywood & son;1886.
35964	Hathi	njp.32101067643609	Conway, Hugh,	Living or dead	1886.0	Fiction					enk	London;Macmillan and Co.;1886.
35967	Hathi	njp.32101067643922	Fendall, Percy.	Spiders and flies	1886.0	Fiction					enk	London;Ward and Downey;1886.
35973	Hathi	njp.32101067708295	Berens, Louise.	A woman with a past. A novel	1886.0	Fiction					enk	London;Chapman and Hall Limited;1886.
35976	Hathi	njp.32101068142148	Linton, E. Lynn	Paston Carew, millionaire and miser;	1886.0	Fiction					enk	London;Bentley;1886.
35980	Hathi	njp.32101068166154	Chetwynd, Henry Wayland,	Sara	1886.0	Fiction					enk	London;White;1886.
35983	Hathi	njp.32101068166808	Fane, Violet,	Thro' love and war	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
35993	Hathi	njp.32101068174869	Jenner, Katharine Lee Rawlings.	Katharine Blythe	1886.0	Fiction					enk	London;R. Bentley;1886.
35996	Hathi	njp.32101068573722	Zola, Émile,	His masterpiece, or, Claude Lantier's struggle for fame	1886.0	Fiction					enk	London;Vizetelly;1886.
35998	Hathi	njp.32101068598018	Fielding, Henry,	Fielding's novels	1886.0	Fiction					enk	London;Routledge;1886.
36000	Hathi	njp.32101068600467	Macdonald, George,	The seaboard parish	1886.0	Fiction					enk	London;K. Paul, Trench, & Co.;1886.
36004	Hathi	njp.32101073844803	Wilkinson, Charles Allix	Reminiscences of the court and times of King Ernest of Hanover	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36009	Hathi	nnc1.0038562081	Hálek, Vítězslav,	Three stories	1886.0	Fiction					enk	York;J. Sampson;1886.
36014	Hathi	nnc1.1002262703	Burnaby, Fred,	Our radicals	1886.0	Fiction					enk	London;R. Bentley and son;1886.
36016	Hathi	nnc1.1002273381	Ewing, Juliana Horatia Gatty,	Mrs. Overtheway's remembrances	1886.0	Fiction					enk	London;G. Bell;1886.
36019	Hathi	nnc1.cr59942070	Kirton, John William,	True nobility ;	1886.0	Fiction					enk	London;Ward;1886
36027	Hathi	nyp.33433022469583	Wood, Henry,	The Red court farm	1886.0	Fiction					enk	London;R. Bentley & Son;1886.
36029	Hathi	nyp.33433034410799	Riddell, J. H.,	George Geith of Fen Court	1886.0	Fiction					enk	London;Bentley and son;1886.
36031	Hathi	nyp.33433034411045	Wood, Henry,	A life's secret	1886.0	Fiction					enk	London;R. Bentley & Son;1886.
36055	Hathi	nyp.33433074857024	Gaskell, Elizabeth Cleghorn,	Sylvia's lovers	1886.0	Fiction					enk	London;Smith, Elder & Co.;1886.
36056	Hathi	nyp.33433074857453	Gaskell, Elizabeth Cleghorn,	Cranford and other tales	1886.0	Fiction					enk	London;Smith, Elder, & Co.;1886;(London;Printed by Spottiswoode and Co.)
36057	Hathi	nyp.33433074858055	Harrison, Joanna.	A northern lily;	1886.0	Fiction					enk	London;Macmillan and Co.;1886.
36065	Hathi	nyp.33433074902333	Montgomery, Florence,	Transformed, or, Three weeks in a life-time	1886.0	Fiction					enk	London;R. Bentley;1886.
36066	Hathi	nyp.33433074902697	Macmillan, Malcolm Kingsley.	Dagonet the jester	1886.0	Fiction					enk	London;Macmillan & Co.;1886.
36067	Hathi	nyp.33433074909635		No rose without a thorn and other tales	1886.0	Fiction					enk	London;Vizetelly;1886.
36072	Hathi	nyp.33433074940838	Blackmore, R. D.	Lorna Doone	1886.0	Fiction					enk	London;S. Low, Marston, Searle, and Rivington;1886.
36105	Hathi	nyp.33433076082001	MacAlpine, Avery.	Teresa Itasca	1886.0	Fiction					enk	London;Chatto and Windus; [etc., etc.;1886.
36114	Hathi	nyp.33433078795204	Dostoyevsky, Fyodor,	Crime and punishment	1886.0	Fiction					enk	London;Vizetelly & Co.;1886.
36120	Hathi	nyp.33433081879516	Ramaswami Raju, P. V.	The tales of the sixty mandarins	1886.0	Fiction					enk	London;Paris;New York;Melbourne;Cassell & Company, Limited;ca. 1886
36127	Hathi	nyp.33433082294657	James, Henry,	The Princess Casamassima	1886.0	Fiction					enk	London;New York;Macmillan;1886.
36128	Hathi	nyp.33433082306089	Henty, G. A.	Yarns on the beach	1886.0	Fiction					enk	London;Blackie & Son;1886.
36146	Hathi	pst.000006063306	Yonge, Charlotte M.	The heir of Redclyffe	1886.0	Fiction					xx 	London;Macmillan and co.;1886.
36153	Hathi	uc1.$b372446	Jefferies, Richard,	After London, or, Wild England	1886.0	Fiction					enk	London;New York;Cassell;1886.
36154	Hathi	uc1.$b387308	Gaboriau, Emile,	The count's millions	1886.0	Fiction					enk	London;Vizetelly & Co.;1886.
36155	Hathi	uc1.$b440995	Thackeray, William Makepeace,	The Paris sketch book	1886.0	Fiction					enk	London;New York;Routledge;1886.
36159	Hathi	uc1.$b715938	Coleman, John,	Memoirs of Samuel Phelps	1886.0	Fiction					enk	London;Remington & co.;1886.
36170	Hathi	uc1.32106019365011	Thackeray, William Makepeace,	The history of Pendennis	1886.0	Fiction					   	London;Smith, Elder & co.;1886
36189	Hathi	uc1.b3041904	Ritchie, Anne Thackeray,	The works of Miss Thackeray	1886.0	Fiction					enk	London;Smith, Elder & Co.;1886-1890.
36211	Hathi	uc1.b3321304	Crake, A. D.	The last abbot of Glastonbury	1886.0	Fiction					enk	Oxford;Mowbray & Co.;1886].
36218	Hathi	uc1.b3322645	Fullerton, Georgiana,	Mrs. Gerald's niece	1886.0	Fiction					enk	London;Burns and Oats;1886.
36223	Hathi	uc1.b3324491	Laing, S.	A sporting Quixote, or, The life and adventures of the Honble. Augustus Fitzmuddle, afterwards Earl of Muddleton	1886.0	Fiction					enk	London;Chapman and Hall;1886.
36226	Hathi	uc1.b3325355	Waldy, Frances Helen.	Frolic	1886.0	Fiction					enk	London;Simpkin, Marshall;1886.
36228	Hathi	uc1.b3325717	Oliphant,	A House divided against itself	1886.0	Fiction					stk	London;W. Blackwood;1886.
36231	Hathi	uc1.b3326093	Smith, J. Gregory,	Atla	1886.0	Fiction					enk	London;Ward and Downey;1886.
36233	Hathi	uc1.b3327257		The World of thought;	1886.0	Fiction					enk	London;Simpkin, Marshall;1886
36238	Hathi	uc1.b3339452	Hogg, James,	The tales of James Hogg, the Ettrick shepherd	1886.0	Fiction					enk	London;Hamilton, Adams;1886.
36240	Hathi	uc1.b3547183	Hazlitt, William Carew,	Jests, new and old	1886.0	Fiction					enk	London;J. W. Jarvis & son;1886?
36241	Hathi	uc1.b3548639	Baring-Gould, S.	The vicar of Morwenstow	1886.0	Fiction					enk	London;K. Paul, Trench;1886.
36247	Hathi	uc1.b4104184	Thackeray, William Makepeace,	The memoirs of Barry Lyndon, Esq	1886.0	Fiction					enk	London;Smith, Elder, & co.;1886.
36250	Hathi	uc1.b4120015	Brierley, Benjamin,	Cotters of Mossburn	1886.0	Fiction					enk	Manchester;Abel Heywood;1886.
36260	Hathi	uc2.ark:/13960/t0000492f	Eiffe, John P.	The tales of old Liverpool	1886.0	Fiction					enk	Liverpool;Mackie;1886.
36262	Hathi	uc2.ark:/13960/t03x84d3j	Crofts, John.	Effie and her strange acquaintances	1886.0	Fiction					enk	Chester;Phillipson and Golder, Eastgate Row;London;Griffith, Farran and Co.;1886
36267	Hathi	uc2.ark:/13960/t0gt5m956	Wilson, A. J.	The rise and progress of Sir Timothy Buncombe, Kt. and M.P	1886.0	Fiction					enk	Manchester;Dale;London;Simpkin, Marshall;1886.
36270	Hathi	uc2.ark:/13960/t0ns0mp7d	Clifford, W. K.,	Very short stories and verses for children	1886.0	Fiction					enk	London;Walter Scott, 24 Warwick Lane, Paternoster Row;1886.
36285	Hathi	uc2.ark:/13960/t19k4k95q	Addison, Joseph,	Days with Sir Roger de Coverly	1886.0	Fiction					enk	London;New York;Macmillan;1886.
36286	Hathi	uc2.ark:/13960/t1cj8d95f	Sewell, Elizabeth Missing,	Laneton Parsonage	1886.0	Fiction					xx 	London;Longmans;1886.
36289	Hathi	uc2.ark:/13960/t1jh3jd29	Coxon, Ethel.	The long lane	1886.0	Fiction					enk	London;R. Bentley;1886.
36290	Hathi	uc2.ark:/13960/t1jh3k72g	Braddon, M. E.	Mohawks	1886.0	Fiction					enk	London;John and Robert Maxwell;1886?
36291	Hathi	uc2.ark:/13960/t1kh0kp10	Oliphant,	A country gentleman and his family	1886.0	Fiction					enk	London;Macmillan and Co.;1886.
36292	Hathi	uc2.ark:/13960/t1mg7gd47	Blake, Paul.	Expelled: a story of Eastcote School	1886.0	Fiction					enk	London;Warne;1886.
36300	Hathi	uc2.ark:/13960/t1xd0tc7t	Cleadas,	Greedy of gain: a sketch	1886.0	Fiction					enk	London;Bevington & Co.;1886.
36302	Hathi	uc2.ark:/13960/t20c4w571	Bloundelle-Burton, John,	The silent shore;	1886.0	Fiction					enk	London;J. and R. Maxwell;1886
36330	Hathi	uc2.ark:/13960/t3dz0bf8t	Seeley, E. L.	Border lances	1886.0	Fiction					enk	London;Seeley;1886.
36332	Hathi	uc2.ark:/13960/t3nv9b48b	Harte, Bret,	The queen of the Pirate Isle	1886.0	Fiction					enk	London;Chatto and Windus;1886
36369	Hathi	uc2.ark:/13960/t55d8r53p	Ballantyne, R. M.	The prairie chief	1886.0	Fiction					enk	London;J. Nisbet & Co.;1886.
36373	Hathi	uc2.ark:/13960/t5db7zh1s	Dane, Coventry.	Jack	1886.0	Fiction					enk	London;Bevington & Co.;1886.
36377	Hathi	uc2.ark:/13960/t5j96177f	James, Henry,	The Bostonians;	1886.0	Fiction					enk	London;New York;Macmillan;1886.
36393	Hathi	uc2.ark:/13960/t6834182f	Philips, F. C.	Social vicissitudes	1886.0	Fiction					enk	London;Ward & Downey;1886.
36409	Hathi	uc2.ark:/13960/t6ww79f15	Lamb, Charles,	Tales from Shakespeare	1886.0	Fiction					enk	London;Macmillan;1886.
36412	Hathi	uc2.ark:/13960/t71v5d269	Smedley, Frank E.	The fortunes of the Colville family, or, A cloud and its silver lining	1886.0	Fiction					enk	London;G. Routledge;1886?
36426	Hathi	uc2.ark:/13960/t7hq3z315	Sewell, Elizabeth Missing,	The earls̓ daughter	1886.0	Fiction					enk	London;Longmans, Green;1886.
36433	Hathi	uc2.ark:/13960/t7tm78m3v	Charles, Elizabeth Rundle,	Diary of Mrs. Kitty Trevylyan	1886.0	Fiction					enk	London;New York [etc.;T. Nelson and sons;1886.
36434	Hathi	uc2.ark:/13960/t7tm7j83p		Lady Burton's edition of her husband's Arabian nights	1886.0	Fiction					enk	London;Waterlow & sons, limited;1886-87.
36436	Hathi	uc2.ark:/13960/t7vm49d1s	Braddon, M. E.	Under the red flag, and other tales	1886.0	Fiction					   	London;J. and R. Maxwell;1886
36453	Hathi	uc2.ark:/13960/t8gf0t28h	Sewell, Elizabeth Missing,	Ursula;	1886.0	Fiction					enk	London;Longmans, Green, and Co.;1886.
36467	Hathi	uc2.ark:/13960/t9c53gq93	Collier, Margaret,	Our home by the Adriatic	1886.0	Fiction					enk	London;R. Bentley;1886.
36481	Hathi	uiuo.ark:/13960/t09w11g9z	Lambert, George,	The power of gold. A novel	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36482	Hathi	uiuo.ark:/13960/t0ft8w186	Chetwynd, Henry Wayland,	Mrs. Dorriman	1886.0	Fiction					enk	London;Chapman and Hall;1886.
36483	Hathi	uiuo.ark:/13960/t0ht33b31	Harwood, John Berwick.	Sir Robert Shirley, bart	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36487	Hathi	uiuo.ark:/13960/t0ns1cz03	Sinnett, A. P.	United	1886.0	Fiction					enk	London;G. Redway;1886.
36488	Hathi	uiuo.ark:/13960/t0qr5ds1j	Author of Rare pale Margaret.	Pomegranate seed	1886.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1886.
36490	Hathi	uiuo.ark:/13960/t0xp7815w	Allen, Grant,	In all shades	1886.0	Fiction					enk	London;Chatto & Windus;1886.
36491	Hathi	uiuo.ark:/13960/t15m6w096	Spender, Emily,	Until the day breaks	1886.0	Fiction					enk	London;Hurst and Blackett;1886.
36492	Hathi	uiuo.ark:/13960/t16m3wr78	Rowsell, Mary C.	The silver dial	1886.0	Fiction					enk	London;Swan Sonnenschein, Le BAs & Lowrey;1886.
36493	Hathi	uiuo.ark:/13960/t17m0mt90	Curzon, G.	Delamere	1886.0	Fiction					enk	London;S. Low, Marston, Searle & Rivington;1886.
